property_type,surface_covered_in_m2,price_aprox_usd,state,lat,lon
apartment,60.0,35510.69,Distrito Federal,19.351371,-99.161529
apartment,96.0,156958.3,Distrito Federal,19.341894,-99.224525
house,160.0,89092.84,Distrito Federal,19.30241,-99.109299
apartment,175.0,550000.0,Solidaridad,20.6353764641,-87.0634292816
house,84.0,47429.08,Quintana Roo,21.1201717,-86.8734685
apartment,80.0,77141.75,Distrito Federal,19.484532,-99.207027
house,2000.0,4000000.0,Quintana Roo,20.626583,-87.078659
house,250.0,221283.23,Benito Juárez,21.051728,-86.851316
house,465.0,674546.92,Distrito Federal,19.401079,-99.24807
apartment,172.0,147557.13,Quintana Roo,21.161908,-86.8515279
house,1100.0,3100000.0,Quintana Roo,21.1655233735,-86.8105316162
house,0.0,850000.0,Quintana Roo,,
house,330.0,332451.71,Distrito Federal,21.161908,-86.8515279
apartment,65.0,52686.48,Distrito Federal,,
apartment,66.0,48581.99,Distrito Federal,21.141616,-86.86109
house,246.0,210745.93,Zacatecas,,
house,80.0,199000.0,Quintana Roo,19.461417,-99.1331631
apartment,52.0,60589.45,Distrito Federal,19.40135,-99.114726
apartment,69.0,33530.62,Distrito Federal,19.458118,-99.125557
house,0.0,151246.06,Distrito Federal,19.2834131562,-99.0550598502
house,376.0,147522.15,Distrito Federal,,
apartment,54.0,23355.39,Distrito Federal,19.484703,-99.211365
apartment,64.0,45837.24,Distrito Federal,19.403504,-99.154502
apartment,128.0,107721.28,Distrito Federal,21.129547,-86.817017
apartment,55.0,22997.65,Distrito Federal,20.631489,-87.066256
apartment,55.0,77712.56,Distrito Federal,19.434723,-99.175887
apartment,134.0,450000.0,Quintana Roo,19.3189618,-99.2266013
apartment,50.0,34509.64,Distrito Federal,19.364993,-99.155739
apartment,50.0,49525.29,Distrito Federal,19.452419,-99.175058
apartment,142.0,260859.94,Distrito Federal,19.3103229,-99.2216829
apartment,113.0,279238.36,Distrito Federal,19.492765,-99.143326
house,282.0,287141.33,Distrito Federal,,
apartment,60.0,39524.23,Distrito Federal,19.327168,-99.224525
apartment,80.0,152790.8,Distrito Federal,21.0983813,-86.867206
house,280.0,421491.87,Distrito Federal,,
apartment,50.0,26071.9,Distrito Federal,19.423202,-99.110099
apartment,53.0,63223.78,Distrito Federal,,
house,56.0,29293.68,Distrito Federal,23.634501,-102.552788
apartment,88.0,93781.94,Distrito Federal,19.498669,-99.130899
store,200.0,410954.57,Distrito Federal,19.3501445,-99.0867308
apartment,65.0,38735.1,Distrito Federal,19.409843,-99.125509
apartment,65.0,33126.57,Distrito Federal,20.6765734711,-87.0439176876
house,1395.0,2582249.93,Distrito Federal,19.428767,-99.1459
apartment,40.0,51316.63,Distrito Federal,19.382986,-99.241837
house,420.0,711436.2,Distrito Federal,20.617742587,-87.0856618881
apartment,480.0,920000.0,Distrito Federal,,
apartment,286.0,688078.2,Distrito Federal,19.403334,-99.157755
apartment,50.0,60062.59,Distrito Federal,19.401079,-99.24807
apartment,70.0,63223.78,Distrito Federal,20.6181844193,-87.0913910866
house,2115.0,1844026.93,Distrito Federal,19.358025,-99.170291
apartment,70.0,86862.09,Distrito Federal,19.2893496,-99.1853408
apartment,120.0,118491.9,Distrito Federal,21.1364618,-86.7682533
apartment,100.0,171813.89,Distrito Federal,19.388044,-99.185753
apartment,78.0,168636.73,Distrito Federal,,
apartment,54.0,23355.39,Distrito Federal,19.419403,-99.135361
house,219.0,142780.37,Distrito Federal,19.386551,-99.193708
apartment,50.0,32764.67,Distrito Federal,19.359882,-99.156731
apartment,68.0,23708.91,Distrito Federal,19.372684,-99.183678
house,356.0,632387.73,Distrito Federal,,
store,550.0,174960.6,Distrito Federal,20.6716065563,-87.0453804731
apartment,72.0,36880.53,Distrito Federal,,
house,113.0,279304.58,Distrito Federal,19.396705,-99.181902
house,423.0,157569.94,Quintana Roo,19.334738,-99.176758
house,517.0,1238425.98,Distrito Federal,,
house,250.0,115910.26,Quintana Roo,,
apartment,64.0,241936.33,Distrito Federal,,
apartment,50.0,33200.35,Distrito Federal,19.392937,-99.263313
apartment,285.0,552681.21,Distrito Federal,19.44673,-99.161695
apartment,104.0,103370.88,Distrito Federal,19.412155,-99.134829
house,360.0,231137.71,Distrito Federal,19.452621,-99.154479
house,253.0,104354.32,Distrito Federal,19.40678,-99.236925
house,189.0,63164.24,Distrito Federal,19.334458,-99.150206
apartment,50.0,26071.9,Distrito Federal,21.161908,-86.8515279
apartment,15.0,32964.45,Distrito Federal,19.371567,-99.141776
house,800.0,2739697.15,Distrito Federal,19.332427,-99.139817
apartment,174.0,150156.47,Quintana Roo,21.161908,-86.8515279
apartment,64.0,626379.0,Distrito Federal,19.400785,-99.147419
house,291.0,131716.2,Distrito Federal,20.6456,-87.060983
house,112.0,20289.1,Quintana Roo,19.398044,-99.174323
apartment,99.0,106321.32,Distrito Federal,19.400785,-99.147419
apartment,80.0,68597.8,Distrito Federal,19.310943,-99.049669
apartment,180.0,396310.59,Quintana Roo,19.41811,-99.092291
apartment,75.0,51118.0,Distrito Federal,,
apartment,110.0,274034.68,Distrito Federal,19.411112,-99.193066
house,327.0,237145.4,Quintana Roo,19.299864,-99.111133
apartment,67.0,121800.61,Distrito Federal,19.315006,-99.090491
store,70.0,90058.74,Distrito Federal,,
apartment,65.0,26265.79,Distrito Federal,19.393952,-99.235183
apartment,63.0,39285.78,Distrito Federal,19.3017173,-99.1231336
apartment,90.0,123669.19,Distrito Federal,19.3631419,-99.2880597
apartment,42.0,52159.61,Distrito Federal,,
house,80.0,65858.1,Distrito Federal,19.335887,-99.133883
apartment,220.0,400153.84,Benito Juárez,20.634672,-87.064299
apartment,43.0,47348.86,Distrito Federal,19.474203,-99.171649
apartment,50.0,34140.84,Distrito Federal,19.346780158,-99.2962360382
apartment,216.0,360000.0,Quintana Roo,19.410553,-99.133858
apartment,102.0,187081.37,Distrito Federal,19.370043,-99.075081
apartment,60.0,54570.31,Distrito Federal,19.365533,-99.1923
apartment,243.0,763954.01,Distrito Federal,19.454947,-99.151846
apartment,62.0,140394.82,Distrito Federal,19.4022344,-99.1522961
house,515.0,279304.58,Quintana Roo,23.634501,-102.552788
store,350.0,237089.17,Distrito Federal,,
house,90.0,136984.85,Distrito Federal,,
apartment,0.0,155000.0,Quintana Roo,19.281176,-99.131939
apartment,120.0,177026.58,Distrito Federal,20.651807,-87.047852
apartment,106.0,211209.57,Distrito Federal,19.3458119,-99.146999
apartment,50.0,47681.26,Distrito Federal,,
house,70.0,96943.13,Distrito Federal,19.471144,-99.149336
house,57.0,31348.45,Benito Juárez,19.39912,-99.141464
apartment,80.0,121207.64,Distrito Federal,21.082655,-86.857162
apartment,70.0,42676.05,Distrito Federal,19.337336,-99.24101
apartment,65.0,216000.0,Quintana Roo,19.324216,-99.216411
house,177.0,490100.49,Distrito Federal,19.388044,-99.185753
apartment,83.0,64962.43,Distrito Federal,19.39068,-99.15863
apartment,90.0,90726.12,Distrito Federal,19.46731,-99.133163
apartment,75.0,75393.1,Distrito Federal,,
house,261.0,233298.38,Distrito Federal,,
house,418.0,447941.31,Distrito Federal,19.381729,-99.164986
apartment,50.0,36269.32,Distrito Federal,23.634501,-102.552788
house,252.0,302947.28,Distrito Federal,,
apartment,69.0,171000.0,Quintana Roo,19.2997967,-99.1435153
apartment,61.0,115568.22,Distrito Federal,19.470111,-99.080021
apartment,73.0,73761.07,Distrito Federal,19.3631419,-99.2880597
apartment,60.0,57691.69,Distrito Federal,21.146414,-86.843369
apartment,75.0,73778.56,Distrito Federal,19.430456,-99.1889121
apartment,288.0,495463.43,Distrito Federal,19.390415,-99.254997
house,245.0,163328.09,Quintana Roo,19.395511,-99.184236
house,100.0,96943.13,Distrito Federal,19.337874,-99.063453
apartment,194.0,459834.45,Distrito Federal,,
house,253.0,105372.96,Distrito Federal,19.29707,-99.051074
house,350.0,176499.72,Distrito Federal,19.364233,-99.243773
apartment,80.0,50546.2,Distrito Federal,19.3171581,-99.0868305
house,170.0,246045.87,Distrito Federal,19.493185,-99.205755
house,220.0,168596.74,Distrito Federal,19.410687,-99.138477
apartment,120.0,332662.45,Distrito Federal,19.451801,-99.153199
house,158.0,100262.37,Quintana Roo,19.381729,-99.164986
apartment,65.0,105037.3,Distrito Federal,21.1327920352,-86.7575755179
apartment,81.0,151315.58,Distrito Federal,19.443486,-99.211871
apartment,117.0,347150.0,Solidaridad,19.464928,-99.180214
apartment,65.0,108913.49,Distrito Federal,19.370937,-99.183892
apartment,200.0,390000.0,Quintana Roo,19.407323,-99.069025
apartment,50.0,22976.89,Distrito Federal,19.383315,-99.197153
apartment,126.0,107322.36,Distrito Federal,19.298516,-99.107574
apartment,337.0,1800000.0,Distrito Federal,19.427607,-99.160835
apartment,55.0,77712.56,Distrito Federal,19.458405,-99.187314
apartment,63.0,63223.78,Distrito Federal,19.3924296,-99.1584618
apartment,55.0,25868.48,Distrito Federal,19.3731987,-99.1469564
apartment,203.0,526989.78,Distrito Federal,19.369509,-99.172532
house,296.0,57433.53,Distrito Federal,19.477396,-99.150992
house,400.0,738279.31,Distrito Federal,19.370046,-99.146155
apartment,105.0,445306.36,Distrito Federal,19.3723415,-99.1511277
house,149.0,79048.46,Quintana Roo,19.375412,-99.144234
apartment,80.0,157833.43,Distrito Federal,21.139271,-86.859673
apartment,65.0,25842.19,Distrito Federal,19.3940167768,-99.1798349943
apartment,150.0,242357.82,Distrito Federal,,
apartment,90.0,56514.99,Distrito Federal,19.404661,-99.133858
apartment,160.0,195000.0,Quintana Roo,,
house,350.0,176499.72,Distrito Federal,19.2940650551,-99.0569957346
house,198.0,123358.02,Distrito Federal,,
apartment,32.0,23355.39,Distrito Federal,19.41939,-99.162625
house,230.0,342543.35,Distrito Federal,19.373446,-99.139389
house,320.0,179281.92,Distrito Federal,21.161908,-86.8515279
apartment,69.0,27012.36,Distrito Federal,19.403836,-99.059832
apartment,181.0,380000.0,Quintana Roo,19.4010571,-99.2547744
apartment,69.0,41938.44,Distrito Federal,19.337163,-99.080899
apartment,45.0,73761.07,Distrito Federal,19.38642,-99.222521
apartment,50.0,20547.72,Distrito Federal,19.420166,-99.220367
house,250.0,147522.15,Distrito Federal,21.1495343889,-86.8515973089
house,254.0,189716.32,Distrito Federal,19.307417,-99.125191
house,1122.0,4600000.0,Distrito Federal,19.379525,-99.188914
apartment,108.0,209692.2,Distrito Federal,19.333981,-99.233654
apartment,65.0,54235.15,Distrito Federal,19.341894,-99.224525
apartment,207.0,1091141.0,Distrito Federal,19.365843,-99.149901
apartment,67.0,205045.4,Distrito Federal,,
apartment,97.0,197574.31,Distrito Federal,19.481127,-99.127078
house,99.0,65873.72,Quintana Roo,19.33923,-99.218987
apartment,80.0,64350.72,Distrito Federal,19.351759,-99.222662
apartment,50.0,40041.72,Distrito Federal,20.648594,-87.059929
apartment,102.0,177267.41,Distrito Federal,19.401079,-99.24807
apartment,370.0,27923.83,Distrito Federal,19.4041673921,-99.2321205139
apartment,118.0,240718.39,Distrito Federal,19.391557,-99.180725
apartment,80.0,66989.12,Distrito Federal,19.4105875,-99.2174179
apartment,55.0,142253.5,Distrito Federal,19.3723335,-99.1905974
apartment,80.0,68650.48,Distrito Federal,19.517343,-99.151154
house,158.0,72525.38,Distrito Federal,19.448187,-99.161176
house,160.0,104343.97,Quintana Roo,19.3328908288,-99.2591229826
apartment,80.0,63223.78,Distrito Federal,19.381729,-99.164986
apartment,143.0,332936.42,Distrito Federal,19.275206,-99.218292
house,72.0,36880.53,Distrito Federal,,
apartment,97.0,126447.56,Distrito Federal,,
house,72.0,58864.75,Distrito Federal,19.417364,-99.159454
apartment,136.0,289000.0,Quintana Roo,19.384026,-99.163136
apartment,49.0,26343.24,Distrito Federal,19.4354835,-99.2106606
apartment,145.0,379342.68,Distrito Federal,21.151917,-86.899796
house,418.0,337193.49,Quintana Roo,19.346728,-99.203296
house,300.0,129081.88,Quintana Roo,,
apartment,115.0,163328.09,Distrito Federal,19.255386,-99.022963
house,366.0,122548.76,Distrito Federal,19.305145,-99.194061
apartment,60.0,105741.77,Distrito Federal,19.2833321409,-99.0548881888
apartment,103.0,226025.01,Distrito Federal,19.4461929779,-99.1488432884
house,199.0,77975.99,Distrito Federal,23.634501,-102.552788
house,260.0,96969.47,Distrito Federal,19.3753456,-99.1769099
house,191.0,184446.42,Distrito Federal,19.320224,-99.244917
apartment,195.0,94858.16,Distrito Federal,21.158964,-86.845937
house,465.0,252955.09,Distrito Federal,21.1105612662,-86.8416761386
apartment,160.0,346677.06,Distrito Federal,,
apartment,54.0,26343.24,Distrito Federal,20.89866859,-86.8533611298
apartment,52.0,32823.67,Distrito Federal,19.417923,-99.148384
apartment,161.0,297000.0,Quintana Roo,,
apartment,63.0,40028.02,Distrito Federal,19.366738,-99.14554
house,120.0,102211.77,Distrito Federal,19.399295,-99.091932
apartment,108.0,302492.13,Distrito Federal,21.129547,-86.817017
store,225.0,81683.41,Distrito Federal,19.3872626,-99.1754024
apartment,51.0,147557.13,Distrito Federal,19.32489,-99.108955
apartment,95.0,64857.06,Distrito Federal,19.4366735,-99.1779466
house,580.0,743055.59,Distrito Federal,19.508598,-99.105034
apartment,150.0,139652.29,Quintana Roo,19.39365,-99.14769
apartment,70.0,62188.74,Distrito Federal,,
apartment,120.0,218490.84,Distrito Federal,21.161995,-86.880989
apartment,70.0,77449.13,Distrito Federal,19.39912,-99.141464
apartment,288.0,495463.43,Distrito Federal,19.452419,-99.175058
apartment,50.0,50262.9,Distrito Federal,19.39177,-99.159996
house,120.0,125423.56,Distrito Federal,19.488822,-99.092722
apartment,60.0,52417.93,Distrito Federal,19.5094331,-99.1392704
apartment,970.0,5000000.0,Distrito Federal,19.445816,-99.170462
apartment,50.0,35510.69,Distrito Federal,,
house,430.0,600625.91,Distrito Federal,19.3184047,-99.2239946
apartment,85.0,192305.66,Distrito Federal,19.403462,-99.131998
apartment,48.0,32752.41,Distrito Federal,20.503888,-87.226184
apartment,45.0,33192.48,Distrito Federal,21.1902642,-86.8198375
apartment,93.0,110114.75,Distrito Federal,,
apartment,160.0,632237.8,Distrito Federal,19.478815,-99.196831
apartment,100.0,266066.74,Distrito Federal,19.283032,-99.22548
house,260.0,189716.32,Distrito Federal,21.1902642,-86.8198375
store,2684.0,1949862.19,Distrito Federal,21.1044122,-86.7644587
apartment,145.0,283980.14,Distrito Federal,20.608002,-87.098236
apartment,84.0,93992.68,Distrito Federal,,
apartment,74.0,152089.25,Distrito Federal,19.488822,-99.092722
house,190.0,237089.17,Distrito Federal,,
house,333.0,355000.0,Quintana Roo,19.4306069,-99.0949899
house,247.0,191289.34,Distrito Federal,20.6160103908,-87.0903906226
house,80.0,120915.48,Distrito Federal,,
apartment,113.0,128020.52,Distrito Federal,,
apartment,84.0,200461.53,Distrito Federal,19.380747,-99.155304
apartment,90.0,76219.79,Distrito Federal,,
apartment,88.0,71143.62,Quintana Roo,19.443178,-99.20237
apartment,98.0,99735.51,Distrito Federal,,
house,400.0,400000.0,Quintana Roo,19.325091,-99.234035
apartment,243.0,417678.68,Distrito Federal,19.3655578,-99.1801033
apartment,80.0,71390.18,Distrito Federal,19.420166,-99.220367
apartment,96.0,285824.17,Distrito Federal,19.31943,-99.091112
apartment,70.0,73761.07,Distrito Federal,,
apartment,55.0,88513.29,Distrito Federal,19.4390797,-99.1904407
apartment,121.0,86383.21,Distrito Federal,19.397531,-99.182964
house,370.0,223917.55,Distrito Federal,,
house,120.0,70143.25,Distrito Federal,19.3651763,-99.2300641
house,196.0,134350.53,Quintana Roo,,
apartment,289.0,850000.0,Quintana Roo,19.396727,-99.115875
house,1000.0,1011820.38,Distrito Federal,,
house,354.0,308215.93,Distrito Federal,19.524143,-99.160149
apartment,70.0,46785.59,Distrito Federal,19.2852711,-99.1577146
house,427.0,843183.65,Distrito Federal,19.417923,-99.148384
apartment,145.0,371682.38,Distrito Federal,21.082655,-86.857162
apartment,60.0,215987.71,Distrito Federal,20.6540689767,-87.0873355865
house,254.0,55597.42,Distrito Federal,,
apartment,61.0,140525.38,Distrito Federal,19.2572314,-99.1029664
apartment,207.0,449891.17,Distrito Federal,19.355763,-99.204697
apartment,110.0,150192.08,Quintana Roo,19.430456,-99.1889121
apartment,90.0,202653.07,Distrito Federal,19.470803,-99.086975
apartment,65.0,34834.02,Distrito Federal,19.445735,-99.149575
house,480.0,305581.6,Distrito Federal,19.380108,-99.1558
apartment,50.0,54918.54,Distrito Federal,19.307417,-99.125191
apartment,137.0,306708.05,Distrito Federal,,
house,347.0,326656.19,Distrito Federal,19.282393,-99.119331
house,80.0,231831.06,Distrito Federal,19.4164389,-99.1256321
apartment,45.0,48431.1,Distrito Federal,19.265581,-99.171181
house,300.0,121126.22,Distrito Federal,19.501326,-99.20394
house,747.0,474290.8,Distrito Federal,19.457378,-99.125832
apartment,60.0,25874.56,Distrito Federal,19.337601,-99.062968
house,70.0,187037.01,Distrito Federal,19.279825,-99.213557
apartment,60.0,39514.86,Distrito Federal,19.365917,-99.196977
house,900.0,316118.9,Distrito Federal,19.336697,-99.152534
house,150.0,137142.91,Solidaridad,,
apartment,70.0,79029.72,Distrito Federal,,
apartment,223.0,197357.67,Quintana Roo,21.1160152,-86.8468539
apartment,70.0,92728.21,Distrito Federal,21.1679507151,-86.8041688375
apartment,100.0,74920.17,Distrito Federal,,
house,69.0,54376.66,Distrito Federal,19.390415,-99.254997
apartment,70.0,44185.3,Distrito Federal,19.482603,-99.194748
house,750.0,1950000.0,Distrito Federal,19.492195,-99.182526
house,384.0,210795.91,Distrito Federal,21.162626,-86.834587
apartment,43.0,28977.56,Distrito Federal,20.6295586,-87.0738851
house,240.0,171271.67,Distrito Federal,19.43036,-99.170346
apartment,151.0,414438.57,Distrito Federal,21.082655,-86.857162
apartment,120.0,158937.31,Distrito Federal,19.376589,-99.153107
apartment,97.0,105397.95,Distrito Federal,19.417364,-99.159454
apartment,122.0,255529.44,Distrito Federal,19.307773,-99.047427
apartment,122.0,255529.44,Distrito Federal,21.1469919048,-86.7901524169
apartment,164.0,192484.11,Distrito Federal,19.453691,-99.180039
house,464.0,900000.0,Distrito Federal,23.634501,-102.552788
house,260.0,107280.06,Distrito Federal,19.386852,-99.194748
apartment,50.0,40766.69,Distrito Federal,,
apartment,65.0,69071.98,Distrito Federal,19.392937,-99.263313
house,250.0,102612.19,Distrito Federal,19.443592,-99.121407
house,188.0,47944.7,Distrito Federal,21.129547,-86.817017
house,1593.0,3250000.0,Distrito Federal,21.1329032131,-86.83842659
house,350.0,155425.12,Distrito Federal,19.338417,-99.156145
apartment,91.0,275461.82,Distrito Federal,19.381729,-99.164986
house,93.0,47429.08,Quintana Roo,19.281686,-99.143123
apartment,70.0,73778.56,Distrito Federal,19.449997,-99.18117
